Seq	nItem	prod.indTot	prod.qCom	prod.uCom	prod.vProd	prod.vUnCom	prod.xProd
980	2	1	0.892	KG	61.19	68.6	BUFFET
980	3	1	1	UN	4.5	4.5	REFRIGERANTE
981	1	1	0.748	KG	51.31	68.6	BUFFET
981	2	1	1	UN	4.5	4.5	REFRIGERANTE
981	3	1	1	UN	4.5	4.5	REFRIGERANTE
982	1	1	1	UN	3.5	3.5	AGUA
982	2	1	0.932	KG	63.93	68.6	BUFFET
983	1	1	0.492	KG	33.75	68.6	BUFFET
984	1	1	1	UN	4.5	4.5	SUCO
984	2	1	0.308	KG	21.12	68.6	BUFFET
985	1	1	0.436	KG	29.9	68.6	BUFFET
985	2	1	1	UN	4.5	4.5	SUCO
986	1	1	0.436	KG	29.9	68.6	BUFFET
986	2	1	1	UN	4.5	4.5	REFRIGERANTE
987	1	1	0.328	KG	22.5	68.6	BUFFET
988	1	1	0.704	KG	48.29	68.6	BUFFET
988	2	1	1	UN	4.5	4.5	REFRIGERANTE
988	3	1	1	UN	6.5	6.5	CERVEJA LATA
989	1	1	0.898	KG	61.6	68.6	BUFFET
989	2	1	1	UN	4.5	4.5	REFRIGERANTE
989	3	1	1	UN	4.5	4.5	REFRIGERANTE
990	1	1	1	UN	3.5	3.5	AGUA
990	2	1	0.762	KG	52.27	68.6	BUFFET
991	1	1	1	UN	4.5	4.5	LIMONADA
991	2	1	0.866	KG	59.4	68.6	BUFFET
991	3	1	1	UN	4.5	4.5	SUCO
992	1	1	1	UN	6	6	CERVEJA LATA
992	2	1	0.966	KG	66.26	68.6	BUFFET
992	3	1	1	UN	4.5	4.5	REFRIGERANTE
992	4	1	2	UN	9	4.5	REFRIGERANTE
992	5	1	1	UN	3.2	3.2	DOCINHOS
993	1	1	1	UN	3.5	3.5	AGUA
993	2	1	0.35	KG	24.01	68.6	BUFFET
994	1	1	1	UN	3.5	3.5	CAFE EXPRESSO
994	2	1	0.81	KG	55.56	68.6	BUFFET
994	3	1	1	UN	4.5	4.5	REFRIGERANTE
995	1	1	1	UN	3.5	3.5	AGUA
995	2	1	0.66	KG	45.27	68.6	BUFFET
996	1	1	0.602	KG	41.29	68.6	BUFFET
996	2	1	1	UN	4.5	4.5	REFRIGERANTE
997	1	1	1	UN	4.5	4.5	SUCO
997	2	1	0.288	KG	19.75	68.6	BUFFET
998	1	1	0.4	KG	27.44	68.6	BUFFET
998	2	1	1	UN	4.5	4.5	REFRIGERANTE
999	1	1	1	UN	1	1	CHA
999	2	1	1.026	KG	70.38	68.6	BUFFET
999	3	1	1	UN	4.5	4.5	REFRIGERANTE
1000	1	1	0.71	KG	48.7	68.6	BUFFET
1001	1	1	1	UN	1	1	CHA
1001	2	1	0.31	KG	21.26	68.6	BUFFET
1002	1	1	0.3	KG	20.58	68.6	BUFFET
1002	2	1	1	UN	4.5	4.5	REFRIGERANTE
1003	1	1	1.176	KG	80.67	68.6	BUFFET
1003	2	1	1	UN	4.5	4.5	REFRIGERANTE
1004	1	1	1	UN	3.5	3.5	AGUA
1004	2	1	1	UN	6	6	CERVEJA LATA
1004	3	1	1.274	KG	87.39	68.6	BUFFET
1005	1	1	0.81	KG	55.56	68.6	BUFFET
1005	2	1	1	UN	4.5	4.5	REFRIGERANTE
1005	3	1	1	UN	4.5	4.5	CERVEJA
1006	1	1	1	UN	3.5	3.5	AGUA
1006	2	1	0.624	KG	42.8	68.6	BUFFET
1006	3	1	1	UN	8.2	8.2	BULE CHA
1007	1	1	1	UN	3.5	3.5	AGUA
1007	2	1	1.038	KG	71.2	68.6	BUFFET
1008	1	1	0.242	KG	16.6	68.6	BUFFET
1009	1	1	0.522	KG	35.8	68.6	BUFFET
1010	1	1	1	UN	3.5	3.5	AGUA
1010	2	1	0.944	KG	64.75	68.6	BUFFET
1010	3	1	1	UN	4.5	4.5	SUCO
1011	1	1	1	UN	3.5	3.5	AGUA
1011	2	1	0.448	KG	30.73	68.6	BUFFET
1012	1	1	1	UN	3.5	3.5	AGUA
1012	2	1	0.896	KG	61.46	68.6	BUFFET
1012	3	1	1	UN	4.5	4.5	REFRIGERANTE
1013	1	1	0.904	KG	62.01	68.6	BUFFET
1013	2	1	1	UN	4.5	4.5	REFRIGERANTE
1014	1	1	1	UN	9.8	9.8	CERVEJA LATA
1014	2	1	0.815	KG	55.9	68.6	BUFFET
1014	3	1	1	UN	4.5	4.5	REFRIGERANTE
1015	1	1	1	UN	3.5	3.5	AGUA
1015	2	1	1	UN	9.8	9.8	CERVEJA LATA
1015	3	1	0.598	KG	41.02	68.6	BUFFET
1015	4	1	1	UN	4.5	4.5	REFRIGERANTE
1016	1	1	0.26	KG	17.83	68.6	BUFFET
1016	2	1	1	UN	4.5	4.5	REFRIGERANTE
1017	1	1	0.42	KG	28.81	68.6	BUFFET
1017	2	1	1	UN	4.5	4.5	REFRIGERANTE
1018	1	1	0.578	KG	39.65	68.6	BUFFET
1019	1	1	1	UN	4.5	4.5	SUCO
1019	2	1	2	UN	13	6.5	SUSHI ESPECIAL
1019	3	1	1.056	KG	72.44	68.6	BUFFET
1020	1	1	0.668	KG	45.82	68.6	BUFFET
1020	2	1	1	UN	4.5	4.5	REFRIGERANTE
1021	1	1	0.734	KG	50.35	68.6	BUFFET
1021	2	1	1	UN	4.5	4.5	REFRIGERANTE
1021	3	1	2	UN	6.4	3.2	DOCINHOS
1022	1	1	1	UN	3.5	3.5	AGUA
1022	2	1	0.884	KG	60.64	68.6	BUFFET
1023	1	1	0.342	KG	23.46	68.6	BUFFET
1023	2	1	1	UN	4.5	4.5	REFRIGERANTE
1024	1	1	1	UN	1	1	CHA
1024	2	1	0.516	KG	35.39	68.6	BUFFET
1025	1	1	1	UN	3.5	3.5	AGUA
1025	2	1	1.026	KG	70.38	68.6	BUFFET
1025	3	1	1	UN	4.5	4.5	REFRIGERANTE
1026	1	1	1	UN	4.5	4.5	LIMONADA
1026	2	1	1	UN	3.5	3.5	AGUA
1026	3	1	0.418	KG	28.67	68.6	BUFFET
1027	1	1	1	UN	4.5	4.5	SUCO
1027	2	1	0.314	KG	21.54	68.6	BUFFET
1028	1	1	1	UN	295	295	SUSHI ESPECIAL
1028	2	1	1	UN	4.5	4.5	LIMONADA
1028	3	1	1	UN	3.5	3.5	AGUA
1028	4	1	0.984	KG	67.5	68.6	BUFFET
1029	1	1	1	UN	3.5	3.5	AGUA
1029	2	1	1	UN	1	1	CHA
1029	3	1	1.174	KG	80.53	68.6	BUFFET
1030	1	1	2	UN	36	18	CERVEJA
1030	2	1	1	UN	12	12	CAIPIRINHA
1030	3	1	1	UN	15	15	CAIPIROSKA
1030	4	1	0.95	KG	65.17	68.6	BUFFET
1030	5	1	1	UN	6.5	6.5	CERVEJA LATA
1031	1	1	0.524	KG	35.94	68.6	BUFFET
1032	1	1	1	UN	3.5	3.5	AGUA
1032	2	1	0.56	KG	38.41	68.6	BUFFET
1033	1	1	0.406	KG	27.85	68.6	BUFFET
1034	1	1	0.62	KG	42.8	68.6	BUFFET
1035	1	1	1	UN	4.5	4.5	LIMONADA
1035	2	1	0.368	KG	25.24	68.6	BUFFET
1036	1	1	0.314	KG	21.54	68.6	BUFFET
1036	2	1	1	UN	4.5	4.5	REFRIGERANTE
1037	1	1	1.476	KG	101.25	68.6	BUFFET
1037	2	1	1	UN	4.5	4.5	REFRIGERANTE
1037	3	1	1	UN	4.5	4.5	REFRIGERANTE
1038	1	1	1	UN	4.9	4.9	SUCO
1038	2	1	0.518	KG	35.53	68.6	BUFFET
1039	1	1	0.5	KG	34.3	68.6	BUFFET
1040	1	1	1	UN	3.5	3.5	AGUA
1040	2	1	0.412	KG	28.26	68.6	BUFFET
1041	1	1	1	UN	3.5	3.5	AGUA
1041	2	1	0.996	KG	68.32	68.6	BUFFET
1042	1	1	1	UN	4.5	4.5	SUCO
1042	2	1	0.618	KG	42.39	68.6	BUFFET
1042	3	1	1	UN	4.5	4.5	REFRIGERANTE
1043	1	1	0.464	KG	31.83	68.6	BUFFET
1044	1	1	0.55	KG	38.07	68.6	BUFFET
1045	1	1	1	UN	3.5	3.5	AGUA
1045	2	1	0.696	KG	47.74	68.6	BUFFET
1046	1	1	1	UN	1	1	CHA
1046	2	1	0.386	KG	26.47	68.6	BUFFET
1047	1	1	0.632	KG	43.35	68.6	BUFFET
1048	1	1	1.084	KG	74.36	68.6	BUFFET
1048	2	1	1	UN	4.5	4.5	REFRIGERANTE
1048	3	1	1	UN	6.5	6.5	CERVEJA LATA
1049	1	1	1	UN	3.5	3.5	AGUA
1049	2	1	0.274	KG	18.79	68.6	BUFFET
1050	1	1	0.262	KG	17.97	68.6	BUFFET
1051	1	1	0.524	KG	35.94	68.6	BUFFET
1052	1	1	0.72	KG	49.38	68.6	BUFFET
1052	2	1	2	UN	9	4.5	REFRIGERANTE
1053	1	1	0.394	KG	27.02	68.6	BUFFET
1053	2	1	1	UN	4.5	4.5	REFRIGERANTE
1054	1	1	0.362	KG	24.83	68.6	BUFFET
1054	2	1	1	UN	4.5	4.5	REFRIGERANTE
1055	1	1	1	UN	4.5	4.5	SUCO
1055	2	1	1	UN	3.5	3.5	AGUA
1055	3	1	1.166	KG	79.98	68.6	BUFFET
1055	4	1	1	UN	4.5	4.5	CERVEJA
1056	1	1	0.688	KG	47.19	68.6	BUFFET
1057	1	1	1	UN	4.5	4.5	SUCO
1057	2	1	0.286	KG	19.61	68.6	BUFFET
1058	1	1	0.304	KG	20.85	68.6	BUFFET
1058	2	1	1	UN	4.5	4.5	REFRIGERANTE
1059	1	1	0.43	KG	29.49	68.6	BUFFET
1060	1	1	0.718	KG	49.25	68.6	BUFFET
1060	2	1	2	UN	9	4.5	SUCO
1061	1	1	0.332	KG	22.77	68.6	BUFFET
1062	1	1	0.456	KG	31.28	68.6	BUFFET
1063	1	1	0.584	KG	40.06	68.6	BUFFET
1063	2	1	2	UN	9	4.5	REFRIGERANTE
1064	1	1	0.756	KG	51.86	68.6	BUFFET
1065	1	1	0.23	KG	15.77	68.6	BUFFET
1066	1	1	1	UN	3.5	3.5	AGUA
1066	2	1	0.712	KG	48.84	68.6	BUFFET
1066	3	1	1	UN	4.5	4.5	REFRIGERANTE
1067	1	1	1	UN	3.5	3.5	AGUA
1067	2	1	0.404	KG	27.71	68.6	BUFFET
1068	1	1	0.33	KG	22.63	68.6	BUFFET
1068	2	1	1	UN	4.5	4.5	REFRIGERANTE
1069	1	1	1	UN	3.5	3.5	AGUA
1069	2	1	0.3	KG	20.58	68.6	BUFFET
1070	1	1	1	UN	3.5	3.5	AGUA
1070	2	1	0.37	KG	25.38	68.6	BUFFET
1071	1	1	1	UN	3.5	3.5	AGUA
1071	2	1	1.062	KG	72.85	68.6	BUFFET
1071	3	1	1	UN	4.5	4.5	REFRIGERANTE
1072	1	1	1	UN	3.5	3.5	AGUA
1072	2	1	0.97	KG	66.54	68.6	BUFFET
1073	1	1	0.414	KG	28.4	68.6	BUFFET
1073	2	1	1	UN	4.5	4.5	REFRIGERANTE
1074	1	1	0.362	KG	24.83	68.6	BUFFET
1074	2	1	1	UN	4.5	4.5	REFRIGERANTE
1075	1	1	0.468	KG	32.1	68.6	BUFFET
1075	2	1	1	UN	4.5	4.5	SUCO
1076	1	1	0.5	KG	34.3	68.6	BUFFET
1076	2	1	1	UN	4.5	4.5	REFRIGERANTE
1077	1	1	0.402	KG	27.57	68.6	BUFFET
1077	2	1	1	UN	4.5	4.5	SUCO
1077	3	1	1	UN	3.2	3.2	DOCINHOS
1078	1	1	1	UN	3.5	3.5	AGUA
1078	2	1	0.986	KG	67.63	68.6	BUFFET
1079	1	1	0.452	KG	31	68.6	BUFFET
1080	1	1	1	UN	3.5	3.5	AGUA
1080	2	1	0.362	KG	24.83	68.6	BUFFET
1081	1	1	1	UN	3.5	3.5	AGUA
1081	2	1	2.006	KG	137.61	68.6	BUFFET
1081	3	1	1	UN	4.5	4.5	REFRIGERANTE
1082	1	1	1	UN	3.5	3.5	AGUA
1082	2	1	0.702	KG	48.15	68.6	BUFFET
1083	1	1	5	UN	30	6	CERVEJA
1083	2	1	0.316	KG	21.67	68.6	BUFFET
1084	1	1	1	UN	6	6	CERVEJA
1084	2	1	0.372	KG	25.51	68.6	BUFFET
1085	1	1	0.174	KG	11.93	68.6	BUFFET
1086	1	1	0.34	KG	23.32	68.6	BUFFET
1087	1	1	0.406	KG	27.85	68.6	BUFFET
1088	1	1	2	UN	7	3.5	AGUA
1088	2	1	0.634	KG	43.49	68.6	BUFFET
1088	3	1	1	UN	19	19	VINHO
1089	1	1	1	UN	3.5	3.5	AGUA
1089	2	1	0.432	KG	29.63	68.6	BUFFET
1090	1	1	1	UN	6	6	CERVEJA
1090	2	1	0.498	KG	34.16	68.6	BUFFET
1091	1	1	2	UN	9	4.5	SUCO
1091	2	1	1.54	KG	105.64	68.6	BUFFET
1091	3	1	3	UN	19.5	6.5	CERVEJA LATA
1092	1	1	0.66	KG	45.27	68.6	BUFFET
1093	1	1	1	UN	1	1	CHA
1093	2	1	0.9	KG	61.74	68.6	BUFFET
1094	1	1	2	UN	7	3.5	AGUA
1094	2	1	0.838	KG	57.48	68.6	BUFFET
1095	1	1	0.54	KG	37.04	68.6	BUFFET
1096	1	1	0.372	KG	25.51	68.6	BUFFET
1096	2	1	1	UN	4.5	4.5	REFRIGERANTE
1097	1	1	0.37	KG	25.38	68.6	BUFFET
1098	1	1	0.254	KG	17.42	68.6	BUFFET
1098	2	1	1	UN	4.5	4.5	SUCO
1099	1	1	1	UN	3.5	3.5	AGUA
1099	2	1	1.194	KG	81.9	68.6	BUFFET
1099	3	1	1	UN	4.5	4.5	CERVEJA
1100	1	1	1	UN	4.5	4.5	SUCO
1100	2	1	1.57	KG	107.7	68.6	BUFFET
1100	3	1	1	UN	4.5	4.5	REFRIGERANTE
1100	4	1	1	UN	4.5	4.5	REFRIGERANTE
1101	1	1	1.446	KG	99.19	68.6	BUFFET
1101	2	1	2	UN	13	6.5	CERVEJA LATA
1102	1	1	1.328	KG	91.1	68.6	BUFFET
1102	2	1	2	UN	13	6.5	CERVEJA LATA
1103	1	1	1	UN	4.5	4.5	SUCO
1103	2	1	0.694	KG	47.6	68.6	BUFFET
1103	3	1	1	UN	4.5	4.5	REFRIGERANTE
1104	1	1	0.612	KG	41.98	68.6	BUFFET
1105	1	1	2.236	KG	153.38	68.6	BUFFET
1105	2	1	1	UN	4.5	4.5	REFRIGERANTE
1105	3	1	2	UN	9	4.5	REFRIGERANTE
1105	4	1	2	UN	9	4.5	REFRIGERANTE
1106	1	1	1	UN	4.5	4.5	SUCO
1106	2	1	1	UN	1	1	CHA
1106	3	1	1	UN	1	1	CHA
1106	4	1	1	UN	12	12	CAIPIRINHA
1106	5	1	1.496	KG	102.62	68.6	BUFFET
1107	1	1	2	UN	13	6.5	SUSHI ESPECIAL
1107	2	1	1.296	KG	88.9	68.6	BUFFET
1107	3	1	1	UN	4.5	4.5	REFRIGERANTE
1108	1	1	1	UN	4.5	4.5	SUCO
1108	2	1	1	UN	3.5	3.5	AGUA
1108	3	1	1.134	KG	77.79	68.6	BUFFET
1109	1	1	1	UN	1	1	CHA
1109	2	1	0.594	KG	40.74	68.6	BUFFET
1110	1	1	1	UN	1	1	CHA
1110	2	1	1.372	KG	94.11	68.6	BUFFET
1111	1	1	0.314	KG	21.54	68.6	BUFFET
1112	1	1	1	UN	12	12	TEMAKI
1112	2	1	0.668	KG	45.82	68.6	BUFFET
1112	3	1	2	UN	9	4.5	REFRIGERANTE
1113	1	1	0.53	KG	36.35	68.6	BUFFET
1114	1	1	0.886	KG	60.77	68.6	BUFFET
1114	2	1	1	UN	4.5	4.5	REFRIGERANTE
1115	1	1	0.88	KG	60.5	68.6	BUFFET
1116	1	1	1	UN	3.5	3.5	AGUA
1116	2	1	0.494	KG	33.88	68.6	BUFFET
1117	1	1	2	UN	9	4.5	LIMONADA
1117	2	1	0.472	KG	32.37	68.6	BUFFET
1118	1	1	1	UN	3.5	3.5	AGUA
1118	2	1	0.998	KG	68.46	68.6	BUFFET
1119	1	1	1	UN	4.5	4.5	SUCO
1119	2	1	0.27	KG	18.51	68.6	BUFFET
1120	1	1	1	UN	3.5	3.5	AGUA
1120	2	1	0.498	KG	34.16	68.6	BUFFET
1121	1	1	0.51	KG	34.98	68.6	BUFFET
1121	2	1	1	UN	4.5	4.5	REFRIGERANTE
1122	1	1	0.266	KG	18.24	68.6	BUFFET
1123	1	1	1.04	KG	71.34	68.6	BUFFET
1123	2	1	1	UN	4.5	4.5	REFRIGERANTE
1124	1	1	0.344	KG	23.59	68.6	BUFFET
1124	2	1	1	UN	4.5	4.5	REFRIGERANTE
1125	1	1	0.416	KG	28.53	68.6	BUFFET
1125	2	1	1	UN	4.5	4.5	REFRIGERANTE
1126	1	1	1	UN	14.4	14.4	TEMAKI
1126	2	1	0.302	KG	20.71	68.6	BUFFET
1127	1	1	1	UN	3.5	3.5	AGUA
1127	2	1	0.418	KG	28.67	68.6	BUFFET
1128	1	1	1	UN	15	15	SAKE
1128	2	1	0.302	KG	20.71	68.6	BUFFET
1129	1	1	0.708	KG	48.56	68.6	BUFFET
1129	2	1	1	UN	4.5	4.5	REFRIGERANTE
1130	1	1	1	UN	3.5	3.5	AGUA
1130	2	1	2.508	KG	172.04	68.6	BUFFET
1130	3	1	1	UN	4.5	4.5	REFRIGERANTE
1131	1	1	0.992	KG	68.05	68.6	BUFFET
1131	2	1	1	UN	6.5	6.5	CERVEJA LATA
1132	1	1	1	UN	3.5	3.5	AGUA
1132	2	1	1	UN	3.5	3.5	AGUA
1132	3	1	1.316	KG	90.27	68.6	BUFFET
1133	1	1	0.888	KG	60.91	68.6	BUFFET
1133	2	1	1	UN	4.5	4.5	REFRIGERANTE
1134	1	1	2	UN	2	1	CHA
1134	2	1	0.786	KG	53.91	68.6	BUFFET
1135	1	1	1	UN	3.5	3.5	AGUA
1135	2	1	0.588	KG	40.33	68.6	BUFFET
1136	1	1	1	UN	3.5	3.5	AGUA
1136	2	1	0.414	KG	28.4	68.6	BUFFET
1137	1	1	0.458	KG	31.41	68.6	BUFFET
1137	2	1	2	UN	9	4.5	REFRIGERANTE
1138	1	1	1	UN	3.5	3.5	AGUA
1138	2	1	0.392	KG	26.89	68.6	BUFFET
1139	1	1	0.93	KG	63.79	68.6	BUFFET
1139	2	1	1	UN	4.5	4.5	REFRIGERANTE
1140	1	1	1	UN	4.5	4.5	LIMONADA
1140	2	1	0.836	KG	57.34	68.6	BUFFET
1140	3	1	1	UN	4.5	4.5	REFRIGERANTE
1141	1	1	1	UN	4.5	4.5	SUCO
1141	2	1	2	UN	7	3.5	AGUA
1141	3	1	3.552	KG	243.66	68.6	BUFFET
1141	4	1	1	UN	4.5	4.5	REFRIGERANTE
1142	1	1	0.374	KG	25.65	68.6	BUFFET
1143	1	1	1	UN	3.5	3.5	AGUA
1143	2	1	1	UN	6.5	6.5	SUSHI ESPECIAL
1143	3	1	0.848	KG	58.17	68.6	BUFFET
1144	1	1	0.29	KG	19.89	68.6	BUFFET
1145	1	1	0.308	KG	21.12	68.6	BUFFET
1146	1	1	0.402	KG	27.57	68.6	BUFFET
1147	1	1	1	UN	3.5	3.5	AGUA
1147	2	1	0.412	KG	28.26	68.6	BUFFET
1148	1	1	1	UN	12.5	12.5	WHISKY
1148	2	1	0.654	KG	44.86	68.6	BUFFET
1148	3	1	1	UN	4.5	4.5	REFRIGERANTE
1148	4	1	2	UN	6.4	3.2	DOCINHOS
1149	1	1	1.004	KG	68.87	68.6	BUFFET
1149	2	1	2	UN	9	4.5	CERVEJA
1150	1	1	0.494	KG	33.88	68.6	BUFFET
1151	1	1	1	UN	3.5	3.5	AGUA
1151	2	1	0.372	KG	25.51	68.6	BUFFET
1152	1	1	0.296	KG	20.3	68.6	BUFFET
1153	1	1	1.4	KG	95.9	68.6	BUFFET
1153	2	1	2	UN	9	4.5	REFRIGERANTE
1153	3	1	2	UN	9	4.5	REFRIGERANTE
1154	1	1	0.342	KG	23.46	68.6	BUFFET
1155	1	1	0.416	KG	28.53	68.6	BUFFET
1156	1	1	1.164	KG	79.85	68.6	BUFFET
1156	2	1	1	UN	4.5	4.5	REFRIGERANTE
1157	1	1	0.902	KG	61.87	68.6	BUFFET
1157	2	1	1	UN	3.2	3.2	DOCINHOS
1158	1	1	0.56	KG	38.41	68.6	BUFFET
1158	2	1	1	UN	4.5	4.5	REFRIGERANTE
1159	1	1	0.522	KG	35.8	68.6	BUFFET
1159	2	1	1	UN	4.5	4.5	REFRIGERANTE
1160	1	1	1	UN	1	1	CHA
1160	2	1	0.438	KG	30.04	68.6	BUFFET
1161	1	1	0.464	KG	31.83	68.6	BUFFET
1161	2	1	1	UN	4.5	4.5	REFRIGERANTE
1162	1	1	1	UN	3.5	3.5	AGUA
1162	2	1	0.496	KG	34.02	68.6	BUFFET
1163	1	1	1	UN	3.5	3.5	AGUA
1163	2	1	0.264	KG	18.11	68.6	BUFFET
1164	1	1	1	UN	4.5	4.5	SUCO
1164	2	1	1.106	KG	75.87	68.6	BUFFET
1164	3	1	1	UN	4.5	4.5	REFRIGERANTE
1165	1	1	0.536	KG	36.76	68.6	BUFFET
1165	2	1	1	UN	4.5	4.5	REFRIGERANTE
1166	1	1	0.686	KG	47.05	68.6	BUFFET
1167	1	1	1	UN	4.5	4.5	LIMONADA
1167	2	1	0.292	KG	20.03	68.6	BUFFET
1168	1	1	0.704	KG	48.29	68.6	BUFFET
1168	2	1	1	UN	4.5	4.5	REFRIGERANTE
1169	1	1	1	UN	3.5	3.5	AGUA
1169	2	1	1	UN	3.5	3.5	AGUA
1169	3	1	0.978	KG	67.09	68.6	BUFFET
1170	1	1	0.468	KG	32.1	68.6	BUFFET
1170	2	1	1	UN	4.5	4.5	REFRIGERANTE
1171	1	1	1.414	KG	97	68.6	BUFFET
1171	2	1	1	UN	4.5	4.5	REFRIGERANTE
1171	3	1	1	UN	4.5	4.5	REFRIGERANTE
1171	4	1	1	UN	4.5	4.5	REFRIGERANTE
1172	1	1	1	UN	4.5	4.5	LIMONADA
1172	2	1	0.408	KG	27.98	68.6	BUFFET
1173	1	1	1	UN	3.5	3.5	AGUA
1173	2	1	1	UN	1	1	CHA
1173	3	1	0.726	KG	49.8	68.6	BUFFET
1174	1	1	0.364	KG	24.97	68.6	BUFFET
1174	2	1	1	UN	4.5	4.5	SUCO
1175	1	1	1	UN	4.5	4.5	LIMONADA
1175	2	1	0.54	KG	37.04	68.6	BUFFET
1176	1	1	0.404	KG	27.71	68.6	BUFFET
1176	2	1	1	UN	4.5	4.5	REFRIGERANTE
1177	1	1	1	UN	1	1	CHA
1177	2	1	0.914	KG	62.7	68.6	BUFFET
1178	1	1	0.526	KG	36.08	68.6	BUFFET
1179	1	1	1	UN	3.5	3.5	AGUA
1179	2	1	0.784	KG	53.78	68.6	BUFFET
1180	1	1	1	UN	1	1	CHA
1180	2	1	0.37	KG	25.38	68.6	BUFFET
1181	1	1	0.422	KG	28.94	68.6	BUFFET
1181	2	1	1	UN	4.5	4.5	REFRIGERANTE
1182	1	1	1	UN	3.5	3.5	AGUA
1182	2	1	0.77	KG	52.82	68.6	BUFFET
1182	3	1	1	UN	4.5	4.5	REFRIGERANTE
1183	1	1	1	UN	3.5	3.5	AGUA
1183	2	1	1	UN	1	1	CHA
1183	3	1	0.994	KG	68.18	68.6	BUFFET
1183	4	1	1	UN	4.5	4.5	REFRIGERANTE
1184	1	1	0.348	KG	23.87	68.6	BUFFET
1184	2	1	1	UN	4.5	4.5	REFRIGERANTE
1185	1	1	0.642	KG	44.04	68.6	BUFFET
1185	2	1	1	UN	4.5	4.5	REFRIGERANTE
1186	1	1	0.46	KG	31.55	68.6	BUFFET
1186	2	1	1	UN	4.5	4.5	REFRIGERANTE
1187	1	1	1	UN	4.5	4.5	SUCO
1187	2	1	0.966	KG	66.26	68.6	BUFFET
1187	3	1	1	UN	4.5	4.5	REFRIGERANTE
1187	4	1	2	UN	6.4	3.2	DOCINHOS
1188	1	1	2	UN	9	4.5	SUCO
1188	2	1	0.706	KG	48.43	68.6	BUFFET
1189	1	1	1	UN	3.5	3.5	AGUA
1189	2	1	0.648	KG	44.45	68.6	BUFFET
1190	1	1	0.632	KG	43.35	68.6	BUFFET
1191	1	1	0.568	KG	38.96	68.6	BUFFET
1191	2	1	1	UN	4.5	4.5	REFRIGERANTE
1192	1	1	0.398	KG	27.3	68.6	BUFFET
1193	1	1	0.406	KG	27.85	68.6	BUFFET
1193	2	1	1	UN	4.5	4.5	REFRIGERANTE
1194	1	1	1	UN	4.5	4.5	LIMONADA
1194	2	1	1	UN	3.5	3.5	AGUA
1194	3	1	0.68	KG	46.64	68.6	BUFFET
1195	1	1	4	UN	24	6	CERVEJA
1195	2	1	0.81	KG	55.56	68.6	BUFFET
1196	1	1	0.404	KG	27.71	68.6	BUFFET
1196	2	1	1	UN	4.5	4.5	REFRIGERANTE
1197	1	1	1	UN	3.5	3.5	AGUA
1197	2	1	1.562	KG	107.15	68.6	BUFFET
1197	3	1	1	UN	4.5	4.5	REFRIGERANTE
1198	1	1	1	UN	3.5	3.5	AGUA
1198	2	1	0.65	KG	44.59	68.6	BUFFET
1198	3	1	1	UN	3.2	3.2	DOCINHOS
1199	1	1	1	UN	3.5	3.5	AGUA
1199	2	1	0.548	KG	37.59	68.6	BUFFET
1200	1	1	1	UN	3.5	3.5	AGUA
1200	2	1	0.944	KG	64.75	68.6	BUFFET
1201	1	1	1	UN	12	12	TEMAKI
1201	2	1	1	UN	4.5	4.5	LIMONADA
1201	3	1	0.266	KG	18.24	68.6	BUFFET
1202	1	1	1.57	KG	107.63	68.6	BUFFET
1202	2	1	2	UN	9	4.5	REFRIGERANTE
1202	3	1	2	UN	9	4.5	REFRIGERANTE
1203	1	1	1	UN	3.5	3.5	AGUA
1203	2	1	0.62	KG	42.53	68.6	BUFFET
1203	3	1	1	UN	4.5	4.5	REFRIGERANTE
1204	1	1	0.478	KG	32.79	68.6	BUFFET
1205	1	1	2	UN	25	12.5	WHISKY
1205	2	1	1.302	KG	89.31	68.6	BUFFET
1205	3	1	1	UN	4.5	4.5	REFRIGERANTE
1206	1	1	0.9	KG	61.74	68.6	BUFFET
1206	2	1	1	UN	4.5	4.5	REFRIGERANTE
1207	1	1	0.71	KG	48.77	68.6	BUFFET
1208	1	1	2	UN	9	4.5	LIMONADA
1208	2	1	1.136	KG	77.92	68.6	BUFFET
1209	1	1	1	UN	3.5	3.5	AGUA
1209	2	1	0.585	KG	40.13	68.6	BUFFET
1209	3	1	1	UN	4.5	4.5	CERVEJA
1210	1	1	1	UN	3.5	3.5	AGUA
1210	2	1	0.585	KG	40.13	68.6	BUFFET
1210	3	1	1	UN	4.5	4.5	CERVEJA
1211	1	1	1	UN	3.5	3.5	AGUA
1211	2	1	0.51	KG	34.98	68.6	BUFFET
1211	3	1	1	UN	4.5	4.5	CERVEJA
1212	1	1	1.278	KG	87.67	68.6	BUFFET
1213	1	1	0.634	KG	43.49	68.6	BUFFET
1213	2	1	1	UN	4.5	4.5	REFRIGERANTE
1214	1	1	1	UN	4.5	4.5	SUCO
1214	2	1	0.546	KG	37.45	68.6	BUFFET
1214	3	1	1	UN	4.5	4.5	REFRIGERANTE
1215	1	1	2	UN	7	3.5	AGUA
1215	2	1	1.02	KG	70.17	68.6	BUFFET
1216	1	1	0.326	KG	22.36	68.6	BUFFET
1216	2	1	1	UN	4.5	4.5	REFRIGERANTE
1217	1	1	0.856	KG	58.72	68.6	BUFFET
1217	2	1	1	UN	4.5	4.5	REFRIGERANTE
1217	3	1	1	UN	4.5	4.5	REFRIGERANTE
1218	1	1	0.394	KG	27.02	68.6	BUFFET
1218	2	1	1	UN	4.5	4.5	REFRIGERANTE
